job,ability_id,ability_name,level,buff_id,base_potency,damage_type,combo_bonus,combo_potency,positional_bonus,positional_potency,combo_positional_bonus,combo_positional_potency,valid_start,valid_end,potency_falloff
RedMage,7,Attack,100,,90,auto,,,,,,,1722322800000,1731427199999,
RedMage,37005,Vice of Thorns,100,,700,direct,,,,,,,1722322800000,1731427199999,
RedMage,37006,Grand Impact,100,,600,direct,,,,,,,1722322800000,1731427199999,
RedMage,37007,Prefulgence,100,,900,direct,,,,,,,1722322800000,1731427199999,
RedMage,37004,Jolt III,100,,360,direct,,,,,,,1722322800000,1731427199999,
RedMage,7519,Contre Sixte,100,,420,direct,,,,,,,1742882400000,1756101600000,
RedMage,7506,Corps-a-Corps,100,,130,direct,,,,,,,1742882400000,1756101600000,
RedMage,7530,Enchanted Moulinet,100,,130,direct,,,,,,,1742882400000,1756101600000,
RedMage,37002,Enchanted Moulinet Deux,100,,140,direct,,,,,,,1742882400000,1756101600000,
RedMage,37003,Enchanted Moulinet Trois,100,,150,direct,,,,,,,1742882400000,1756101600000,
RedMage,7529,Enchanted Redoublement,100,,170,direct,68,540,,,,,1742882400000,1756101600000,
RedMage,7527,Enchanted Riposte,100,,300,direct,,,,,,,1742882400000,1756101600000,
RedMage,7528,Enchanted Zwerchhau,100,,170,direct,52,360,,,,,1742882400000,1756101600000,
RedMage,16528,Enchanted Reprise,100,,420,direct,,,,,,,1742882400000,1756101600000,
RedMage,16527,Engagement,100,,180,direct,,,,,,,1742882400000,1756101600000,
RedMage,7517,Fleche,100,,480,direct,,,,,,,1742882400000,1756101600000,
RedMage,16526,Impact,100,1001238,260,direct,,,,,,,1742882400000,1756101600000,
RedMage,16526,Impact,100,,210,direct,,,,,,,1742882400000,1756101600000,
RedMage,7524,Jolt II,100,,280,direct,,,,,,,1742882400000,1756101600000,
RedMage,25858,Resolution,100,,850,direct,,,,,,,1742882400000,1756101600000,1;0.4
RedMage,16530,Scorch,100,,750,direct,,,,,,,1742882400000,1756101600000,1;0.4
RedMage,16525,Veraero II,100,,140,direct,,,,,,,1742882400000,1756101600000,
RedMage,25856,Veraero III,100,,440,direct,,,,,,,1742882400000,1756101600000,
RedMage,7510,Verfire,100,,380,direct,,,,,,,1742882400000,1756101600000,
RedMage,7525,Verflare,100,,650,direct,,,,,,,1742882400000,1756101600000,1;0.4
RedMage,7526,Verholy,100,,650,direct,,,,,,,1742882400000,1756101600000,1;0.4
RedMage,7511,Verstone,100,,380,direct,,,,,,,1742882400000,1756101600000,
RedMage,16524,Verthunder II,100,,140,direct,,,,,,,1742882400000,1756101600000,
RedMage,25855,Verthunder III,100,,440,direct,,,,,,,1742882400000,1756101600000,
RedMage,16529,Reprise,100,,100,direct,,,,,,,1742882400000,1756101600000,
RedMage,7504,Riposte,100,,130,direct,,,,,,,1742882400000,1756101600000,
RedMage,7503,Jolt,100,,170,direct,,,,,,,1742882400000,1756101600000,
RedMage,7512,Zwerchhau,100,,100,direct,33,150,,,,,1742882400000,1756101600000,
RedMage,7515,Displacement,100,,180,direct,,,,,,,1742882400000,1756101600000,
RedMage,7516,Redoublement,100,,100,direct,56,230,,,,,1742882400000,1756101600000,
RedMage,7513,Moulinet,100,,60,direct,,,,,,,1742882400000,1756101600000,
RedMage,7,Attack,100,,90,auto,,,,,,,1742882400000,1756101600000,
RedMage,37005,Vice of Thorns,100,,800,direct,,,,,,,1742882400000,1756101600000,1;0.4
RedMage,37006,Grand Impact,100,,600,direct,,,,,,,1742882400000,1756101600000,1;0.4
RedMage,37007,Prefulgence,100,,1000,direct,,,,,,,1742882400000,1756101600000,1;0.4
RedMage,37004,Jolt III,100,,360,direct,,,,,,,1742882400000,1756101600000,
RedMage,7519,Contre Sixte,100,,400,direct,,,,,,,1719565200000,1721109699999,
RedMage,7506,Corps-a-Corps,100,,130,direct,,,,,,,1719565200000,1721109699999,
RedMage,7530,Enchanted Moulinet,100,,130,direct,,,,,,,1719565200000,1721109699999,
RedMage,37002,Enchanted Moulinet Deux,100,,140,direct,,,,,,,1719565200000,1721109699999,
RedMage,37003,Enchanted Moulinet Trois,100,,150,direct,,,,,,,1719565200000,1721109699999,
RedMage,7529,Enchanted Redoublement,100,,170,direct,68,540,,,,,1719565200000,1721109699999,
RedMage,7527,Enchanted Riposte,100,,300,direct,,,,,,,1719565200000,1721109699999,
RedMage,7528,Enchanted Zwerchhau,100,,170,direct,52,360,,,,,1719565200000,1721109699999,
RedMage,16528,Enchanted Reprise,100,,380,direct,,,,,,,1719565200000,1721109699999,
RedMage,16527,Engagement,100,,180,direct,,,,,,,1719565200000,1721109699999,
RedMage,7517,Fleche,100,,480,direct,,,,,,,1719565200000,1721109699999,
RedMage,16526,Impact,100,1001238,260,direct,,,,,,,1719565200000,1721109699999,
RedMage,16526,Impact,100,,210,direct,,,,,,,1719565200000,1721109699999,
RedMage,7524,Jolt II,100,,280,direct,,,,,,,1719565200000,1721109699999,
RedMage,25858,Resolution,100,,800,direct,,,,,,,1719565200000,1721109699999,
RedMage,16530,Scorch,100,,700,direct,,,,,,,1719565200000,1721109699999,
RedMage,16525,Veraero II,100,,140,direct,,,,,,,1719565200000,1721109699999,
RedMage,25856,Veraero III,100,,420,direct,,,,,,,1719565200000,1721109699999,
RedMage,7510,Verfire,100,,380,direct,,,,,,,1719565200000,1721109699999,
RedMage,7525,Verflare,100,,620,direct,,,,,,,1719565200000,1721109699999,
RedMage,7526,Verholy,100,,620,direct,,,,,,,1719565200000,1721109699999,
RedMage,7511,Verstone,100,,380,direct,,,,,,,1719565200000,1721109699999,
RedMage,16524,Verthunder II,100,,140,direct,,,,,,,1719565200000,1721109699999,
RedMage,25855,Verthunder III,100,,420,direct,,,,,,,1719565200000,1721109699999,
RedMage,16529,Reprise,100,,100,direct,,,,,,,1719565200000,1721109699999,
RedMage,7504,Riposte,100,,130,direct,,,,,,,1719565200000,1721109699999,
RedMage,7503,Jolt,100,,170,direct,,,,,,,1719565200000,1721109699999,
RedMage,7512,Zwerchhau,100,,100,direct,33,150,,,,,1719565200000,1721109699999,
RedMage,7515,Displacement,100,,180,direct,,,,,,,1719565200000,1721109699999,
RedMage,7516,Redoublement,100,,100,direct,56,230,,,,,1719565200000,1721109699999,
RedMage,7513,Moulinet,100,,60,direct,,,,,,,1719565200000,1721109699999,
RedMage,7,Attack,100,,90,auto,,,,,,,1719565200000,1721109699999,
RedMage,37005,Vice of Thorns,100,,700,direct,,,,,,,1719565200000,1721109699999,
RedMage,37006,Grand Impact,100,,600,direct,,,,,,,1719565200000,1721109699999,
RedMage,37007,Prefulgence,100,,900,direct,,,,,,,1719565200000,1721109699999,
RedMage,37004,Jolt III,100,,360,direct,,,,,,,1719565200000,1721109699999,
RedMage,7519,Contre Sixte,90,,380,direct,,,,,,,1696327200000,1719565299999,
RedMage,7506,Corps-a-Corps,90,,130,direct,,,,,,,1696327200000,1719565299999,
RedMage,7530,Enchanted Moulinet,90,,130,direct,,,,,,,1696327200000,1719565299999,
RedMage,7529,Enchanted Redoublement,90,,130,direct,74,500,,,,,1696327200000,1719565299999,
RedMage,7527,Enchanted Riposte,90,,280,direct,,,,,,,1696327200000,1719565299999,
RedMage,7528,Enchanted Zwerchhau,90,,150,direct,55,340,,,,,1696327200000,1719565299999,
RedMage,16528,Enchanted Reprise,90,,340,direct,,,,,,,1696327200000,1719565299999,
RedMage,16527,Engagement,90,,180,direct,,,,,,,1696327200000,1719565299999,
RedMage,7517,Fleche,90,,460,direct,,,,,,,1696327200000,1719565299999,
RedMage,16526,Impact,90,1001238,260,direct,,,,,,,1696327200000,1719565299999,
RedMage,16526,Impact,90,,210,direct,,,,,,,1696327200000,1719565299999,
RedMage,7524,Jolt II,90,,320,direct,,,,,,,1696327200000,1719565299999,
RedMage,25858,Resolution,90,,750,direct,,,,,,,1696327200000,1719565299999,
RedMage,16530,Scorch,90,,680,direct,,,,,,,1696327200000,1719565299999,
RedMage,16525,Veraero II,90,,140,direct,,,,,,,1696327200000,1719565299999,
RedMage,25856,Veraero III,90,,380,direct,,,,,,,1696327200000,1719565299999,
RedMage,7510,Verfire,90,,340,direct,,,,,,,1696327200000,1719565299999,
RedMage,7525,Verflare,90,,600,direct,,,,,,,1696327200000,1719565299999,
RedMage,7526,Verholy,90,,600,direct,,,,,,,1696327200000,1719565299999,
RedMage,7511,Verstone,90,,340,direct,,,,,,,1696327200000,1719565299999,
RedMage,16524,Verthunder II,90,,140,direct,,,,,,,1696327200000,1719565299999,
RedMage,25855,Verthunder III,90,,380,direct,,,,,,,1696327200000,1719565299999,
RedMage,16529,Reprise,90,,100,direct,,,,,,,1696327200000,1719565299999,
RedMage,7504,Riposte,90,,130,direct,,,,,,,1696327200000,1719565299999,
RedMage,7503,Jolt,90,,170,direct,,,,,,,1696327200000,1719565299999,
RedMage,7512,Zwerchhau,90,,100,direct,33,150,,,,,1696327200000,1719565299999,
RedMage,7515,Displacement,90,,180,direct,,,,,,,1696327200000,1719565299999,
RedMage,7516,Redoublement,90,,100,direct,56,230,,,,,1696327200000,1719565299999,
RedMage,7513,Moulinet,90,,60,direct,,,,,,,1696327200000,1719565299999,
RedMage,7,Attack,90,,90,auto,,,,,,,1696327200000,1719565299999,
RedMage,7519,Contre Sixte,100,,420,direct,,,,,,,1731427200000,1742882399999,
RedMage,7506,Corps-a-Corps,100,,130,direct,,,,,,,1731427200000,1742882399999,
RedMage,7530,Enchanted Moulinet,100,,130,direct,,,,,,,1731427200000,1742882399999,
RedMage,37002,Enchanted Moulinet Deux,100,,140,direct,,,,,,,1731427200000,1742882399999,
RedMage,37003,Enchanted Moulinet Trois,100,,150,direct,,,,,,,1731427200000,1742882399999,
RedMage,7529,Enchanted Redoublement,100,,170,direct,68,540,,,,,1731427200000,1742882399999,
RedMage,7527,Enchanted Riposte,100,,300,direct,,,,,,,1731427200000,1742882399999,
RedMage,7528,Enchanted Zwerchhau,100,,170,direct,52,360,,,,,1731427200000,1742882399999,
RedMage,16528,Enchanted Reprise,100,,420,direct,,,,,,,1731427200000,1742882399999,
RedMage,16527,Engagement,100,,180,direct,,,,,,,1731427200000,1742882399999,
RedMage,7517,Fleche,100,,480,direct,,,,,,,1731427200000,1742882399999,
RedMage,16526,Impact,100,1001238,260,direct,,,,,,,1731427200000,1742882399999,
RedMage,16526,Impact,100,,210,direct,,,,,,,1731427200000,1742882399999,
RedMage,7524,Jolt II,100,,280,direct,,,,,,,1731427200000,1742882399999,
RedMage,25858,Resolution,100,,850,direct,,,,,,,1731427200000,1742882399999,1;0.4
RedMage,16530,Scorch,100,,750,direct,,,,,,,1731427200000,1742882399999,1;0.4
RedMage,16525,Veraero II,100,,140,direct,,,,,,,1731427200000,1742882399999,
RedMage,25856,Veraero III,100,,440,direct,,,,,,,1731427200000,1742882399999,
RedMage,7510,Verfire,100,,380,direct,,,,,,,1731427200000,1742882399999,
RedMage,7525,Verflare,100,,650,direct,,,,,,,1731427200000,1742882399999,1;0.4
RedMage,7526,Verholy,100,,650,direct,,,,,,,1731427200000,1742882399999,1;0.4
RedMage,7511,Verstone,100,,380,direct,,,,,,,1731427200000,1742882399999,
RedMage,16524,Verthunder II,100,,140,direct,,,,,,,1731427200000,1742882399999,
RedMage,25855,Verthunder III,100,,440,direct,,,,,,,1731427200000,1742882399999,
RedMage,16529,Reprise,100,,100,direct,,,,,,,1731427200000,1742882399999,
RedMage,7504,Riposte,100,,130,direct,,,,,,,1731427200000,1742882399999,
RedMage,7503,Jolt,100,,170,direct,,,,,,,1731427200000,1742882399999,
RedMage,7512,Zwerchhau,100,,100,direct,33,150,,,,,1731427200000,1742882399999,
RedMage,7515,Displacement,100,,180,direct,,,,,,,1731427200000,1742882399999,
RedMage,7516,Redoublement,100,,100,direct,56,230,,,,,1731427200000,1742882399999,
RedMage,7513,Moulinet,100,,60,direct,,,,,,,1731427200000,1742882399999,
RedMage,7,Attack,100,,90,auto,,,,,,,1731427200000,1742882399999,
RedMage,37005,Vice of Thorns,100,,700,direct,,,,,,,1731427200000,1742882399999,1;0.4
RedMage,37006,Grand Impact,100,,600,direct,,,,,,,1731427200000,1742882399999,1;0.4
RedMage,37007,Prefulgence,100,,900,direct,,,,,,,1731427200000,1742882399999,1;0.4
RedMage,37004,Jolt III,100,,360,direct,,,,,,,1731427200000,1742882399999,
BlackMage,141,Fire,100,,180,direct,,,,,,,1722322800000,1731427199999,
BlackMage,152,Fire III,100,,280,direct,,,,,,,1722322800000,1731427199999,
BlackMage,3577,Fire IV,100,,320,direct,,,,,,,1722322800000,1731427199999,
BlackMage,25794,High Fire II,100,,100,direct,,,,,,,1722322800000,1731427199999,
BlackMage,16507,Xenoglossy,100,,880,direct,,,,,,,1722322800000,1731427199999,
BlackMage,16505,Despair,100,,350,direct,,,,,,,1722322800000,1731427199999,
BlackMage,25797,Paradox,100,,520,direct,,,,,,,1722322800000,1731427199999,
BlackMage,142,Blizzard,100,,180,direct,,,,,,,1722322800000,1731427199999,
BlackMage,154,Blizzard III,100,,280,direct,,,,,,,1722322800000,1731427199999,
BlackMage,3576,Blizzard IV,100,,320,direct,,,,,,,1722322800000,1731427199999,
BlackMage,25795,High Blizzard II,100,,100,direct,,,,,,,1722322800000,1731427199999,
BlackMage,159,Freeze,100,,120,direct,,,,,,,1722322800000,1731427199999,
BlackMage,156,Scathe,100,,100,direct,,,,,,,1722322800000,1731427199999,
BlackMage,162,Flare,100,,240,direct,,,,,,,1722322800000,1731427199999,
BlackMage,7422,Foul,100,,600,direct,,,,,,,1722322800000,1731427199999,
BlackMage,36989,Flare Star,100,,400,direct,,,,,,,1722322800000,1731427199999,
BlackMage,36986,High Thunder,100,,150,direct,,,,,,,1722322800000,1731427199999,
BlackMage,1003871,High Thunder (tick),100,,60,magic-dot,,,,,,,1722322800000,1731427199999,
BlackMage,36987,High Thunder II,100,,100,direct,,,,,,,1722322800000,1731427199999,
BlackMage,1003872,High Thunder (tick),100,,40,magic-dot,,,,,,,1722322800000,1731427199999,
BlackMage,141,Fire,100,,180,direct,,,,,,,1731427200000,1742882399999,
BlackMage,152,Fire III,100,,280,direct,,,,,,,1731427200000,1742882399999,
BlackMage,3577,Fire IV,100,,320,direct,,,,,,,1731427200000,1742882399999,
BlackMage,25794,High Fire II,100,,100,direct,,,,,,,1731427200000,1742882399999,
BlackMage,16507,Xenoglossy,100,,880,direct,,,,,,,1731427200000,1742882399999,
BlackMage,16505,Despair,100,,350,direct,,,,,,,1731427200000,1742882399999,
BlackMage,25797,Paradox,100,,520,direct,,,,,,,1731427200000,1742882399999,
BlackMage,142,Blizzard,100,,180,direct,,,,,,,1731427200000,1742882399999,
BlackMage,154,Blizzard III,100,,280,direct,,,,,,,1731427200000,1742882399999,
BlackMage,3576,Blizzard IV,100,,320,direct,,,,,,,1731427200000,1742882399999,
BlackMage,25795,High Blizzard II,100,,100,direct,,,,,,,1731427200000,1742882399999,
BlackMage,159,Freeze,100,,120,direct,,,,,,,1731427200000,1742882399999,
BlackMage,156,Scathe,100,,100,direct,,,,,,,1731427200000,1742882399999,
BlackMage,162,Flare,100,,240,direct,,,,,,,1731427200000,1742882399999,1;0.7
BlackMage,7422,Foul,100,,600,direct,,,,,,,1731427200000,1742882399999,1;0.4
BlackMage,36989,Flare Star,100,,400,direct,,,,,,,1731427200000,1742882399999,1;0.35
BlackMage,36986,High Thunder,100,,150,direct,,,,,,,1731427200000,1742882399999,
BlackMage,1003871,High Thunder (tick),100,,60,magic-dot,,,,,,,1731427200000,1742882399999,
BlackMage,36987,High Thunder II,100,,100,direct,,,,,,,1731427200000,1742882399999,
BlackMage,1003872,High Thunder (tick),100,,40,magic-dot,,,,,,,1731427200000,1742882399999,
BlackMage,141,Fire,90,,180,direct,,,,,,,1696327200000,1719565299999,
BlackMage,152,Fire III,90,,260,direct,,,,,,,1696327200000,1719565299999,
BlackMage,3577,Fire IV,90,,310,direct,,,,,,,1696327200000,1719565299999,
BlackMage,25794,High Fire II,90,,140,direct,,,,,,,1696327200000,1719565299999,
BlackMage,16507,Xenoglossy,90,,880,direct,,,,,,,1696327200000,1719565299999,
BlackMage,16505,Despair,90,,340,direct,,,,,,,1696327200000,1719565299999,
BlackMage,25797,Paradox,90,,500,direct,,,,,,,1696327200000,1719565299999,
BlackMage,153,Thunder III,90,,50,direct,,,,,,,1696327200000,1719565299999,
BlackMage,153,Thunder III,90,1000164,400,direct,,,,,,,1696327200000,1719565299999,
BlackMage,1000163,Thunder III (tick),90,,35,magic-dot,,,,,,,1696327200000,1719565299999,
BlackMage,7420,Thunder IV,90,,50,direct,,,,,,,1696327200000,1719565299999,
BlackMage,7420,Thunder IV,90,1000164,170,direct,,,,,,,1696327200000,1719565299999,
BlackMage,1001210,Thunder IV (tick),90,,20,magic-dot,,,,,,,1696327200000,1719565299999,
BlackMage,142,Blizzard,90,,180,direct,,,,,,,1696327200000,1719565299999,
BlackMage,154,Blizzard III,90,,260,direct,,,,,,,1696327200000,1719565299999,
BlackMage,3576,Blizzard IV,90,,310,direct,,,,,,,1696327200000,1719565299999,
BlackMage,25795,High Blizzard II,90,,140,direct,,,,,,,1696327200000,1719565299999,
BlackMage,159,Freeze,90,,120,direct,,,,,,,1696327200000,1719565299999,
BlackMage,156,Scathe,90,,100,direct,,,,,,,1696327200000,1719565299999,
BlackMage,162,Flare,90,,220,direct,,,,,,,1696327200000,1719565299999,
BlackMage,7422,Foul,90,,600,direct,,,,,,,1696327200000,1719565299999,
BlackMage,141,Fire,100,,180,direct,,,,,,,1742882400000,1756101600000,
BlackMage,152,Fire III,100,,290,direct,,,,,,,1742882400000,1756101600000,
BlackMage,3577,Fire IV,100,,300,direct,,,,,,,1742882400000,1756101600000,
BlackMage,25794,High Fire II,100,,100,direct,,,,,,,1742882400000,1756101600000,
BlackMage,16507,Xenoglossy,100,,890,direct,,,,,,,1742882400000,1756101600000,
BlackMage,16505,Despair,100,,350,direct,,,,,,,1742882400000,1756101600000,
BlackMage,25797,Paradox,100,,540,direct,,,,,,,1742882400000,1756101600000,
BlackMage,142,Blizzard,100,,180,direct,,,,,,,1742882400000,1756101600000,
BlackMage,154,Blizzard III,100,,290,direct,,,,,,,1742882400000,1756101600000,
BlackMage,3576,Blizzard IV,100,,300,direct,,,,,,,1742882400000,1756101600000,
BlackMage,25795,High Blizzard II,100,,100,direct,,,,,,,1742882400000,1756101600000,
BlackMage,159,Freeze,100,,120,direct,,,,,,,1742882400000,1756101600000,
BlackMage,156,Scathe,100,,100,direct,,,,,,,1742882400000,1756101600000,
BlackMage,162,Flare,100,,240,direct,,,,,,,1742882400000,1756101600000,1;0.7
BlackMage,7422,Foul,100,,600,direct,,,,,,,1742882400000,1756101600000,1;0.75
BlackMage,36989,Flare Star,100,,500,direct,,,,,,,1742882400000,1756101600000,1;0.35
BlackMage,36986,High Thunder,100,,150,direct,,,,,,,1742882400000,1756101600000,
BlackMage,1003871,High Thunder (tick),100,,60,magic-dot,,,,,,,1742882400000,1756101600000,
BlackMage,36987,High Thunder II,100,,100,direct,,,,,,,1742882400000,1756101600000,
BlackMage,1003872,High Thunder (tick),100,,40,magic-dot,,,,,,,1742882400000,1756101600000,
BlackMage,141,Fire,90,,180,direct,,,,,,,1684836000000,1696327199999,
BlackMage,152,Fire III,90,,260,direct,,,,,,,1684836000000,1696327199999,
BlackMage,3577,Fire IV,90,,310,direct,,,,,,,1684836000000,1696327199999,
BlackMage,25794,High Fire II,90,,140,direct,,,,,,,1684836000000,1696327199999,
